El parc de la Ciutadella,41.38584,2.1860828
El Park Guell,41.41348,2.1531093
El Castell de Montjuic,41.364433,2.167106
El Museu Nacional d'Art de Catalunya,41.368855,2.1533628
El Museu Egipci,41.393627,2.164736
Santa Maria del Mar,41.38375,2.1822069
El Mirador de Colom,41.37578,2.1777782
La Sagrada Familia,41.403942,2.17497
La Fundacio Joan Miro,41.36826,2.160131
La Torre Agbar,41.403446,2.1897974
El Palau Guell,41.379055,2.1744215
La Fundacio Antoni Tapies,41.39152,2.1637573
La Casa de les Punxes,41.39796,2.1642308
El CaixaForum,41.371296,2.149575
El Poble Espanyol,41.369118,2.1467245
El Teatre Grec,41.36809,2.1584644
El Born Centre Cultural,41.385643,2.1835678
L'Observatori Fabra,41.41874,2.123627
Fira Gran Via,41.354843,2.1280856
El Museu Olimpic i de lEsport,41.366177,2.157025
El CosmoCaixa,41.41327,2.1306581
El Museu de Cera   ,41.377098,2.1774426
El Centre Arts Santa Monica ,41.377228,2.175597
El Teatre Lliure,41.370647,2.157431
El Mercat de les Flors,41.370506,2.1572535
La Font Magica,41.371197,2.1517797
La Casa de la Caritat (CCCB),41.383884,2.1667948
Fira de Montjuic,41.37269,2.1501927
El Gran Teatre del Liceu,41.380116,2.1733286
LAuditori,41.398743,2.1851413
LEstadi Olimpic Lluis Companys,41.36471,2.155663
El Palau de la Musica Catalana,41.387333,2.1751573
El Palau Sant Jordi,41.36197,2.1523776
El parc del Forum,41.411034,2.2216976
El Teatre Nacional de Catalunya,41.399685,2.1860876
El Zoo de Barcelona,41.386124,2.187169
El MACBA,41.38319,2.1669517
La Catedral,41.384266,2.176157
El Palau Robert,41.396103,2.159514
Les Arenes,41.376007,2.149957
La Universitat Internacional de Catalunya ,41.406002,2.1232135
El Port Vell,41.37789,2.178216
La Casa Lleo Morera,41.39128,2.1654737
Els Encants de Barcelona,41.40128,2.1867266
L'Institut del Teatre,41.370647,2.157431
Can Felipa,41.404015,2.2013872
El parc de la Pegaso,41.426857,2.1907218
El Mercat de Galvany,41.396652,2.1436608
La placa de les Glories Catalanes,41.40256,2.1873143
El funicular de Montjuic,41.374763,2.170308
El funicular de Vallvidrera,41.41398,2.1056714
La Pedrera,41.395317,2.162043
La Casa Batllo,41.391705,2.164946
La platja de Llevant,41.404537,2.21768
La platja de la Nova Mar Bella,41.401867,2.2153227
La Escocesa,41.411243,2.2038267
La Base Nautica de la Mar Bella,41.396503,2.2097538
El parc Central de Nou Barris,41.436813,2.1712122
El Pavello de la Republica,41.430817,2.1514645
El parc del Laberint dHorta,41.437927,2.1475434
La Biblioteca Jaume Fuster,41.40746,2.1497571
El Recinte Modernista de Sant Pau,41.412384,2.1757424
Sant Pau del Camp,41.37647,2.1692963
La placa de la Sedeta,41.405544,2.1676698
La placa del Rei,41.38396,2.1772943
La Casa Amatller,41.391582,2.1650949
El parc de Joan Miro,41.378807,2.1473162
La Universitat de Barcelona,41.386547,2.1640124
La Casa Calvet,41.390938,2.1729965
La porta de la Finca Miralles,41.392082,2.12748
Els jardins de Mossen Costa i Llobera,41.369583,2.172306
El Pavello Mies van der Rohe,41.37081,2.1497576
La Torre Calatrava,41.364754,2.151638
El Jardi Botanic,41.362804,2.1569693
El teleferic de Montjuic,41.36882,2.163033
Lestacio de Sants,41.37908,2.1402352
El parc del Guinardo,41.41946,2.1695962
Els jardins de Laribal,41.36809,2.1584644
La Finca Sansalvador,41.418915,2.148341
El Mercat de les Corts,41.38405,2.1297863
El pont de Calatrava,41.41617,2.192415
La platja del Bogatell,41.39457,2.2067368
La platja de la Nova Icaria,41.39073,2.2028663
El Museu de Ciencies Naturals - Museu Blau,41.41078,2.220482
El parc de Diagonal Mar,41.407486,2.2138577
El Mercat de la Boqueria,41.38202,2.1722527
LArc de Triomf,41.39105,2.180686
La Ciutat Sanitaria Vall dHebron,41.42802,2.1434321
El Mercat de lAbaceria Central,41.40221,2.1593606
Lantic Hospital de la Santa Creu,41.381058,2.1697934
La platja de Sant Sebastia,41.372936,2.1893675
La platja de la Barceloneta,41.37858,2.192369
Las Golondrinas,41.37462,2.1780972
L'Hospital Clinic,41.389523,2.1521761
L'Estacio del Nord i el parc de lEstacio del Nord,41.394295,2.1823204
El Mercat de la Concepcio,41.39556,2.1689484
El Mercat de la Llibertat,41.399708,2.1537304
El Museu de Carruatges,41.433838,2.149785
El parc del Turo de la Peira,41.43284,2.16575
El Mercat de Santa Caterina,41.386364,2.1781592
Les Llars Mundet,41.435726,2.1471403
El Mercat dHorta,41.429596,2.1595912
L'Estatua de La Republica,41.438194,2.1740372
El Mercat de Sarria,41.399807,2.1207047
Santa Maria de Vallvidrera,41.413334,2.1053233
La Facultat de Psicologia, Ciencies de lEducacio i de lEsport Blanquerna (URL),41.411884,2.1333098
El Refugi 307,41.371048,2.1662018
El Vapor Vell,41.376896,2.1347332
El Mercat de Sants,41.37471,2.1337361
El Castell dels Tres Dragons,41.38808,2.1833673
El Moll de la Fusta,41.377647,2.1802092
LInstitut Quimic de Sarria (URL),41.403767,2.1194422
Sant Pere de les Puelles,41.3892,2.179225
El Mercat de la Barceloneta,41.3804,2.1891057
El parc del Castell de lOreneta,41.399372,2.1121812
LEscola Llotja ,41.4277,2.192447
El Collegi de les Teresianes,41.39994,2.1335597
LEscola Universitaria dEnginyeria Tecnica Industrial,41.387928,2.1482306
El Teatre Coliseum,41.388165,2.1661613
El parc de Can Drago,41.43656,2.1831396
El Castell de Torre Baro,41.45076,2.1761131
La zona de banys del Forum,41.408195,2.2261899
LInstitut Europeu de Disseny,41.405388,2.154975
Els jardins del Palau Robert,41.396103,2.159514
Lantiga Editorial Bruguera,41.418575,2.1498973
Lesglesia dels Josepets,41.406563,2.1489239
La Casa Convalescencia (UAB),41.41376,2.1768925
El Parc de Recerca Biomedica de Barcelona,41.385544,2.1939993
El Centre Civic Can Deu,41.386765,2.1325033
El centre comercial Lilla Diagonal,41.389713,2.1353776
El Palau de Congressos de Catalunya,41.38348,2.1096644
La Casa de les Altures,41.412766,2.1664634
El Reial Club de Tennis Barcelona,41.393658,2.1183133
El Campus Sud (UPC) i el Parc Cientific (UB), ciutat universitaria,41.382168,2.118111
El Mercat del Ninot,41.387825,2.154394
La Biblioteca Can Roses,41.388638,2.1345851
Els edificis Trade,41.386143,2.1279345
Lesglesia del Remei,41.38686,2.1320803
LAteneu Popular 9 Barris,41.448742,2.180393
La Torre Llobeta,41.4269,2.1739488
Can Baste,41.430458,2.1732159
La Nau Ivanow,41.41995,2.1899476
El Mercat de la Guineueta,41.43862,2.1702282
El Port Olimpic,41.38769,2.1992643
El Mercat de Sant Andreu,41.43489,2.1883905
El Mercat del Clot,41.407585,2.1886268
El Mercat de Poblenou,41.40099,2.2054117
El santuari de Sant Josep de la Muntanya,41.410408,2.1541774
El parc de lEspanya Industrial,41.37746,2.1407294
El Mercat dHostafrancs,41.37513,2.1438355
El Museu Mares,41.384228,2.1767702
El Palau de Mar,41.380806,2.1858556
La seu del Districte de Sants-Montjuic,41.375378,2.142256
El Molino,41.374554,2.1672528
Collserola,41.420956,2.0995696
El parc de la Creueta del Coll,41.419235,2.146234
La Casa Vicens,41.403507,2.150569
Els jardins de la Tamarita,41.410873,2.1353126
Villa Joana, Museu-Casa Verdaguer,41.419514,2.099932
El Turo Park,41.394073,2.1418977
El funicular del Tibidabo,41.416676,2.1305692
El Tramvia Blau,41.410503,2.137004
La Torre de Collserola,41.415833,2.1117675
La Torre Bellesguard,41.409134,2.1268144
Parc de Cervantes,41.384537,2.1094208
Els Pavellons de la Finca Guell,41.3894,2.119301
El Palau Reial de Pedralbes,41.386517,2.1184168
El Reial Monestir de Santa Maria de Pedralbes,41.395573,2.1120565
Els jardins dAclimatacio,41.366062,2.152947
Els jardins de Joan Maragall,41.367104,2.156493
Els jardins de Mossen Jacint Verdaguer,41.36882,2.163033
La Casa Fuster,41.397984,2.1580079
Els jardins del Palau de les Heures,41.435898,2.1409135
El World Trade Center Barcelona,41.37106,2.1823456
El Museu de la Xocolata,41.387386,2.181708
La placa i lesglesia del Pi  ,41.38231,2.1737761
El Palau de la Virreina,41.3825,2.1717083
La Basilica de la Merce,41.379395,2.179562
Leix comercial del Raval ,41.378807,2.1738744
Barna Centre,41.384956,2.1737444
El Reial Club Nautic de Barcelona ,41.37721,2.1830084
El Club Natacio Barcelona ,41.371243,2.1878316
El Club Natacio Atletic-Barceloneta ,41.373413,2.1886668
El Maremagnum,41.37573,2.1832132
LElisava, Escola Superior de Disseny i Enginyeria de Barcelona,41.37846,2.1760464
LEscola Massana ,41.381058,2.1697934
La Facultat de Comunicacio i Relacions Internacionals Blanquerna (URL),41.38354,2.1662781
LHospital del Mar,41.383404,2.1946657
La Fundacio Joan Brossa,41.38197,2.168673
El parc de les Cascades ,41.386692,2.1946392
LHerboristeria del Rei,41.380676,2.1750164
El Dispensari Antituberculos,41.384304,2.165156
La Filmoteca de Catalunya,41.3786,2.1710088
El Bar Marsella,41.378246,2.1712055
El Collegi dArquitectes de Catalunya ,41.384445,2.1750412
La Casa Marti - Els Quatre Gats ,41.38601,2.1734998
La Reial Academia de Ciencies i Arts ,41.384144,2.1707227
LAntiga Casa Figueras ,41.38153,2.172686
LHotel Peninsular ,41.379593,2.1724932
LHotel Espana ,41.37995,2.1728294
El Cafe de lOpera ,41.380882,2.173764
El London Bar,41.378117,2.1731622
LAquarium ,41.376774,2.184366
El passeig de lEscullera (Trencaones),41.357655,2.1793656
La Torre del Rellotge,41.3758,2.186979
El parc de la Barceloneta i la Torre de les Aigues,41.382923,2.192254
LEstacio de Franca,41.384426,2.1853333
ESADE,41.39371,2.114482
El centre comercial Pedralbes Centre ,41.388237,2.128764
El Reial Club de Polo ,41.381252,2.1144314
Les pistes universitaries ,41.38089,2.1048121
El cementiri de les Corts ,41.383137,2.121665
La caserna del Bruc ,41.387276,2.110648
Els jardins del Palau de Pedralbes,41.386517,2.1184168
La Biblioteca Rector Gabriel Ferrate de la UPC,41.38787,2.1146517
La Torre Atalaya,41.39081,2.1394727
L'edifici de la Facultat de Dret (UB),41.387207,2.1210787
El Club Tennis Barcino ,41.4083,2.138408
El convent de Valldonzella ,41.411846,2.1309907
El Circulo Ecuestre ,41.395733,2.1539931
La Casa Muley Hafid,41.403835,2.1286564
El Palau dels Marquesos de Sentmenat,41.402847,2.1143153
L'esglesia de Sant Vicenc de Sarria,41.399452,2.121093
El parc del Turo del Putxet,41.407715,2.1424997
El cementiri de Sant Gervasi ,41.411125,2.126607
El cementiri de Sarria ,41.400978,2.1275897
La Casa Sagnier,41.402096,2.1441112
Els jardins de Can Castello i el Centre Civic de Can Castello ,41.39901,2.1401613
La Casa Orlandai ,41.39833,2.1246536
La casa de la Villa Florida,41.405334,2.1352906
La casa dEduardo Conde - Casal de Sarria,41.393875,2.1211689
El Centre Civic Pere Pruna,41.40318,2.1313019
Els jardins de la Villa Cecilia ,41.39372,2.1219454
Els jardins de la Villa Amelia,41.393875,2.1211689
La Universitat Oberta de Catalunya (UOC),41.415005,2.1330063
El Centre Civic del Guinardo ,41.416054,2.1733239
La Masia de Can Fargues,41.427574,2.1644497
La Masia de Can Cortada ,41.437603,2.1527877
La Torre Jussana,41.42966,2.1512969
Can Travi Nou,41.430397,2.1521504
L'Hospital de la Santa Creu i Sant Pau,41.41541,2.173942
La Facultat de Ciencies de la Salut Blanquerna,41.409756,2.1721008
L'Escola dHoteleria i Turisme CETT (UB),41.43482,2.1481378
El Velodrom dHorta,41.437206,2.149577
El parc de les Aigues,41.413548,2.1654632
Mistos,41.430817,2.1514647
El parc del Carmel,41.415134,2.1552513
El cementiri dHorta,41.440395,2.1560483
El Patronat Ribas,41.422897,2.1410687
El Museu Palmero,41.425175,2.140162
La Masia de Can Soler,41.425,2.1306844
L'esglesia de Sant Genis dels Agudells,41.42795,2.1365802
Ca nAndalet ,41.42718,2.153661
El monument a les Brigades Internacionals,41.424843,2.1576858
El Casal de Barri Font den Fargues,41.4243,2.1652303
Els jardins del Princep de Girona ,41.409748,2.1686406
El cementiri de Sant Genis,41.42795,2.1365802
El cementiri de Sant Andreu,41.43738,2.1790128
El parc de la Guineueta ,41.43902,2.1744714
Nou Barris Centre Comerc,41.440487,2.1761727
La pergola fotovoltaica del Forum,41.411476,2.2281065
El CCIB,41.409668,2.2192023
LIL3-UB,41.40275,2.1921313
La Bau, escola superior de disseny,41.397694,2.1956239
El Centre Comercial Barcelona Glories,41.404945,2.1925037
El centre comercial Diagonal Mar,41.410427,2.2164054
El centre comercial de la Vila,41.390896,2.197851
El Port del Forum,41.41414,2.2276628
El Centre Municipal de Vela ,41.38702,2.2007108
L'Eix comercial de Sant Marti  ,41.420227,2.1997993
El Centre de Produccio i Recerca dArts Visuals Hangar ,41.40857,2.1993618
Palo Alto ,41.404507,2.210244
La Farinera del Clot ,41.404846,2.1883872
El parc del Clot,41.40844,2.1899977
El parc de Sant Marti ,41.419865,2.1980343
El cementiri del Poblenou ,41.39441,2.2016237
El parc del Poblenou,41.397247,2.207453
El Parc Barcelona Media,41.404392,2.1936517
La Torre de les Aigues,41.405838,2.2122602
LHotel ME (Melia Barcelona Sky),41.406258,2.2006173
L'Eix Comercial Sants - Les Corts ,41.377975,2.134983
LEix Comercial de Sarria,41.398373,2.122745
L'Eix Comercial de Sant Gervasi,41.405426,2.1476207
LEix Cor dHorta i Mercat,41.429173,2.1605473
LEix Maragall,41.42049,2.1812377
El Conservatori de Musica de Barcelona,41.39587,2.168019
LESMUC,41.398743,2.1851413
El Mercat de Sant Antoni,41.379745,2.1632178
La Fundacio Sunol,41.395557,2.1612098
El Museu del Perfum,41.391476,2.1652274
El Palau del Baro de Quadras,41.396744,2.1613216
La Casa Macaya,41.399845,2.1694143
La Casa Garriga Nogues,41.388893,2.1652367
La Casa Serra,41.395596,2.1575162
La Casa Planells,41.400562,2.1746073
La fabrica Moritz ,41.3825,2.1634178
LAntiga Fabrica Damm ,41.409096,2.1781628
La preso Model ,41.383434,2.1453662
Els jardins de la Universitat Central,41.386547,2.1640124
La Casa Golferichs ,41.380817,2.1563892
La Casa Fajol ,41.376606,2.1502805
La Farmacia Bolos ,41.391636,2.1624067
La Casa Vidua Marfa,41.39308,2.164281
Queviures Murria,41.39477,2.166493
La Casa Lamadrid,41.396915,2.1681628
La Casa Llopis Bofill ,41.397648,2.1694615
La Casa Thomas,41.396545,2.1655946
El Palau Montaner,41.39557,2.1650457
La Casa Sayrach ,41.394627,2.1529658
La Casa Pere Company,41.39309,2.1481712
La Casa Comalat,41.397053,2.160704
LEditorial Gustavo Gili ,41.386074,2.1475472
El Casal de Sant Jordi ,41.389416,2.1713157
L'escola Monlau,41.423084,2.190581
El camp Narcis Sala,41.428867,2.193077
El Club Natacio Sant Andreu ,41.43002,2.186296
Can Guardiola,41.429928,2.188536
El parc de La Maquinista de Sant Andreu,41.436703,2.19491
El mosaic de lesglesia de Sant Pacia,41.431637,2.18757
El parc de la Trinitat,41.449238,2.1956377
La Torre del Fang,41.41647,2.1919305
Leix de Sant Andreu,41.4352,2.1889021
El parc de la Font Florida,41.368603,2.141032
Els jardins del Teatre Grec,41.370113,2.1586027
LINEFC,41.365345,2.1468947
El Museu dArqueologia de Catalunya,41.370155,2.1576457
El Museu Etnologic de Barcelona,41.36906,2.155983
El Mirador de lAlcalde ,41.366936,2.1691952
El Mirador del Poble-sec,41.37189,2.1701643
Lestacio de la Magoria,41.36984,2.1412416
El cementiri de Montjuic,41.354366,2.1489933
El Teatro de los Sentidos ,41.364227,2.1432147
El Casinet dHostafrancs ,41.377827,2.143203
Les Cotxeres de Sants,41.375267,2.1368792
La Casa del Rellotge,41.357544,2.1413875
El parc de la Primavera ,41.370434,2.1658154
Els jardins de Joan Brossa,41.368668,2.165014
Els jardins dels Drets Humans,41.360996,2.1366901
El parc de Can Sabate ,41.36434,2.1377308
El Parc Sanitari Pere Virgili,41.414925,2.1402478
El Club Tennis de la Salut,41.412308,2.158174
El Club Esportiu Europa ,41.412006,2.160396
El Club Natacio Catalunya ,41.41535,2.1581538
LEix Comercial de Gran de Gracia ,41.401585,2.153556
Jardinets de Gracia,41.39735,2.158984
Lescola Josep Maria Jujol ,41.398186,2.1558795
La Casa Bonaventura Ferrer,41.396946,2.1584616
La Casa Vilaro,41.411335,2.1514156
El centre cultural La Violeta ,41.401,2.1561966
El Palau de Congressos de Barcelona (Fira de Montjuic),41.372383,2.1518705
Reial Academia de Medicina de Catalunya,41.381493,2.1689568
Eix Comercial de Rambla de Catalunya,41.390774,2.163589
Carrer de Sants,41.37604,2.1368203
Carrer de la Creu Coberta ,41.375988,2.1431353
El Camp Nou,41.380775,2.1228578
El Parc dAtraccions del Tibidabo,41.421764,2.1197774
Les Piscines Bernat Picornell ,41.3663,2.150775
La platja de la Mar Bella,41.39855,2.2123103
Les Drassanes Reials (Museu Maritim de Barcelona),41.37553,2.176686
LAteneu Barcelones,41.384647,2.1716466
El Museu Picasso,41.38515,2.1808345
La Fabra i Coats,41.43376,2.1908152
Les torres del transbordador aeri ,41.37322,2.1878576
El parc del Centre del Poblenou,41.40676,2.19974
El Canodrom Parc de Recerca Creativa ,41.427258,2.1841023
La Casa de l'Aigua,41.452934,2.1880195
La placa Reial,41.38041,2.1749578
El Campus Raval (UB),41.384045,2.1668818
La Granja Vella de Marti Codolar,41.428413,2.150855
La Maternitat,41.385445,2.1266723
La Hidroelectrica de Catalunya,41.391895,2.1828456
La Catalana de Gas i Electricitat, SA ,41.38578,2.1730201
El Rec Comtal (Vallbona),41.464756,2.1857257
Les cases modernistes del carrer de Sants,41.37544,2.1326847
La Casa Domenech i Estapa,41.392254,2.1625485
La capella dels Segadors ,41.436268,2.1914728
El refugi antiaeri del carrer de Matanzas,41.4224,2.18204
El refugi antiaeri de La Lira,41.432743,2.188148
La Diagonal,41.38791,2.1256955
La placa de les Dones del 36 ,41.40451,2.1536367
La Casa de la Lactancia,41.3801,2.1554368
La Casa del Doctor Genove ,41.381393,2.1728053
La Camiseria Bonet ,41.380768,2.1738653
Can Culleretes,41.38121,2.174411
La Casa Almirall,41.38236,2.1659112
El passatge de lEsperanca,41.429066,2.176925
Can Carreras,41.43582,2.1671238
L aqueducte del parc Central ,41.43663,2.1629093
El tunel de la Rovira,41.427525,2.1575415
La carretera de les Aigues (sector Horta-Guinardo),41.421425,2.1315002
El barri de la Clota ,41.42662,2.150968
El pont de Muhlberg ,41.41853,2.1617815
La Casa de la Marina,41.37798,2.188431
El carrer de Campoamor,41.432884,2.1581948
La placa del Nord ,41.406944,2.1554265
La placa de la Virreina ,41.40507,2.157421
La placa de la Revolucio ,41.4028,2.1582408
La placa de Rovira i Trias,41.407436,2.15859
La placa del Sol ,41.401592,2.1566558
La Casa Queralt ,41.419243,2.1479077
La Casa Comas dArgemir ,41.41076,2.1458473
La placa de Sant Vicenc,41.397194,2.1240633
El Diposit del Rei Marti ,41.408833,2.1271503
La placa de Sant Gaieta,41.400246,2.1202462
El passatge de Mallofre,41.39851,2.121909
El carrer de Canet,41.39867,2.1234257
Les Cristalleries Planell,41.388058,2.1317694
La masia la Petita Maria,41.375935,2.1373851
La Casa Antoni Costa,41.39513,2.1581523
La Casa Casas-Carbo,41.39545,2.161342
La Casa Vallet i Xiro ,41.396957,2.1668901
Les Cases Pascual i Pons,41.388355,2.1701326
La Casa Granell del carrer de Balmes,41.390118,2.1613717
La Casa Santurce,41.39557,2.1669476
La Casa Jaume Forn,41.395256,2.1665328
La Casa Josefa Villanueva,41.394867,2.1667345
La Casa Queralto,41.393024,2.1610434
La Casa Juncosa,41.39233,2.1620016
La Casa Fargas,41.390377,2.164131
La Casa Dolors Calm ,41.39083,2.164054
La Casa Pomar,41.395607,2.1702635
El Forn de la Concepcio ,41.39527,2.1707106
El Forn Sarret ,41.39475,2.171034
La Casa Malagrida,41.39068,2.166215
Les Cases Francesc Farreras,41.382523,2.1595335
La Casa Granell del carrer de Girona,41.391792,2.1753135
Les Cases Rocamora ,41.38889,2.1694727
La Casa Llorenc Camprubi ,41.389317,2.1708376
La Casa Estape,41.391895,2.179948
La placa dEivissa,41.43019,2.1609652
Pla de Montbau,41.430653,2.142688
La placa del Nen de la Rutlla,41.418793,2.1715746
La Masia de Can Baro ,41.41653,2.162076
Ca nArtes,41.430576,2.172686
Can Mazantini,41.433113,2.1846328
Les Carasses,41.44133,2.191064
La xemeneia de Can Galta Cremat ,41.440605,2.1876981
La placa de Masadas,41.424755,2.1901596
La Casa Vidal ,41.435326,2.1894226
El conjunt de Sant Marti de Provencals ,41.42087,2.1966264
El Portal de lAngel ,41.38585,2.172826
La Rambla del Raval ,41.378853,2.1691606
El passeig de les Aigues,41.41216,2.1143565
Els Tres Turons,41.41828,2.1543882
Sant Joan de Dalt,41.402134,2.166393
El Campus de Comunicacio (UPF),41.40367,2.1935468
Edifici MediaTIC,41.402676,2.1944523
El barri del Bon Pastor,41.435448,2.2045708
La llera del riu Besos,41.44752,2.2019508
Laqueducte de Ciutat Meridiana,41.45951,2.1750493
El Campus Mundet (UB),41.435726,2.1471403
El Campus Nord (UPC), ciutat universitaria,41.38714,2.1128058
El Campus Ciutadella (UPF),41.39,2.1908543
Ca lAranyo (UPF),41.404156,2.192899
La muralla romana,41.384304,2.1775646
Lestacio de La Sagrera,41.421894,2.1873605
El 22@,41.401936,2.195425
La Zona Universitaria,41.386116,2.1167417
LAnella Olimpica,41.366142,2.1525655
El Tibidabo,41.418884,2.123285
La vila de Gracia,41.405,2.1575015
El Quadrat dOr,41.39174,2.1663764
El Congres i els Indians,41.42264,2.180115
La placa dOrfila,41.436214,2.1909418
Can Peguera,41.434254,2.1645458
La placa de Lesseps,41.40768,2.1510687
La placa de la Vila de Gracia,41.40035,2.1575072
El nucli de Santa Eulalia de Vilapicina,41.431026,2.17311
La placa del Diamant i el refugi antiaeri,41.404137,2.1561086
El passeig de Sant Joan,41.40051,2.1685386
El nucli antic d'Horta,41.429962,2.1614845
Sant Andreu,41.435238,2.1900272
El Clot,41.407814,2.1884515
El Poblenou,41.402245,2.1990461
El Gotic,41.383034,2.1770039
El Forum,41.411034,2.2216976
La Vila Olimpica,41.389347,2.1972501
Les Corts,41.386658,2.131928
La Sagrera,41.42048,2.1900256
El Poble-sec,41.373997,2.163832
La placa d'Espanya,41.373943,2.1486924
El Camp d'en Grassot,41.405716,2.1672323
Sarria,41.398228,2.1223028
Sants i Hostafrancs,41.375366,2.142601
Sant Antoni,41.37972,2.161492
Sant Pere i Santa Caterina,41.38811,2.1785548
El Raval,41.378403,2.170158
La Barceloneta,41.379536,2.1890993
El Passeig de Gracia,41.393963,2.1631851
Lavinguda del Tibidabo,41.410503,2.1370037
El Born i la Ribera,41.384823,2.1829977
El Parallel,41.37519,2.1558409
La placa de Sant Jaume,41.38251,2.1771555
El Fossar de les Moreres,41.38362,2.1823971
El viaducte de Vallcarca,41.41179,2.1432517
Santa Creu dOlorda,41.41595,2.0589883
Oliva Artes,41.408276,2.2010891
La Torre del Gas,41.382027,2.193822
El Centre dInterpretacio dels Tres Tombs,41.43356,2.191379
El Disseny Hub Barcelona,41.40257,2.1880322
La placa de Catalunya,41.386013,2.1694002
La Rambla,41.377625,2.1764727
El parc de Montjuic,41.361374,2.159711
Can Batllo,41.36688,2.1368942
El parc del Torrent Maduixer,41.415737,2.1353729
Can Ricart,41.377495,2.1707428
El parc de les Rieres,41.43105,2.1542416
LAteneu de Fabricacio digital,41.38406,2.1352408
Can Verdaguer,41.433983,2.1790788
La UNED,41.436436,2.1804378
La Casa Bloc,41.440945,2.1903353
La Cereria Subira ,41.38378,2.1780264
La Torre 00 - Telefonica Diagonal ,41.41214,2.2212312
La fabrica de creacio Graner,41.361492,2.1359563
El Centre Cultural Teresa Pamies ,41.386864,2.1520314
L'Eix Comercial Poblenou,41.400196,2.2047246
La Casa de lAigua de Trinitat Vella,41.45461,2.189712
El Casal dEntitats Mas Guinardo ,41.418137,2.1743903
La Salle - Universitat Ramon Llull ,41.40888,2.1311188
El panta de Vallvidrera,41.41557,2.097366
El Museu del Modernisme Catala,41.388878,2.1633847
L'edifici Roca Barcelona Gallery,41.386616,2.1292121
LHotel W,41.368225,2.1898577
El Collegi Major Montseny i els jardins de Portola,41.41079,2.1425395
El Museu Can Framis,41.402912,2.1949475
